0x0c04d31e5c4dc0bfbeb763a383f9b44a7692e090,1000000000000000000
0x6d27871dd727e296106b5e5a43c10408c157c6c0,1000000000000000000
0xc2ff26bfa4009a9fddc9b3ed4d80a9da2d1e97b0,1000000000000000000
0x1a4acb1e49fa2d5b566153ff32a3a009be524bee,1000000000000000000
0x60724004b54fc47ec39ca441b3e31484f2993eb2,1000000000000000000
0x119e4f925e494f22ecf3f03b84711d215c4a983c,100000000000
0x7f3442da4a2e0fa472ac49bc64ecb6ed8831c898,1000000000000000000
0x88049fa6261039a698005e193778a9f1c5294e9f,1000000000000000000
0x3a205fbfa13be82b92cd698d60414e0a61af1a82,1000000000000000000
0x7e9c479230c7a8c9846f6c727fdb6aa70e65a578,1000000000000000000
0x8105cd84b4507d7b078aca7e963c0dc0dff29fa4,1000000000000000000
0x383c36b4a0aaab599f04372e47167e1f2feea4fb,1000000000000000000
0x2776b2322968cf3b25ee26495e4aed0f08373d04,1000000000000000000
0xfa15a2222fded1576868816e13bddc3edde103a2,2992377000000000000000
0x038909ec3c4acdb40b041ab44470164526e49cd0,1000000000000000000
0xc3a1813aa10ee7ab0bec76816250d6f69dbf8c7d,1000000000000000000
0x42ccdb592e59fdf767add7b01cafbb0ee6eff020,213752000000000000000
0x16a7d50fce418bf9721f33cd55b730b8cfd5ce49,1000000000000000000
0x1831a839c9c3dd5025a904529474be197945861e,1000000000000000000
0x6b93844a8b2d9287a5a5a158234c057c3893738c,1000000000000000000
0xac2ac5a1f51f28cdc3b2d7ffc3f0d036df623f81,1000000000000000000
0x2fd9dc7a171cc8af749101fd5cf46e32c3140853,1000000000000000000
0xfcc6960eafbb4bda8e7187f9504b4aab1fa9b2b9,3285000000000000000000
0x1d0d20f0b193789327f7169e0ec0a79abe6c5669,1000000000000000000
0x75304802313cf561a153518c11ac4802902759fe,1000000000000000000
0x34e5ba1194405760089ca3e6be8ee71b6a68a305,1000000000000000000
0x16dbab1a407bbc68a42c7119d6f59b04cc303906,1000000000000000000
0x5f15e9ea6be4d5b1900e15a1b9e163a159878ebd,1000000000000000000
0x37070cdf7776848d9789d3ee4fa9129820d85642,1000000000000000000
0xecb11b7b2e61ad61e084e60e4c298e92a7523de8,8000000000000000
0x006fcbf5d037b27cbba5006482ecc0475c1aca39,1000000000000000000
0x80280bbf2ff2470b8dd6da6c04093c5748b5d17c,1000000000000000000
0x196a9297439e3b3857ae7020d6ae0f13e0c253bb,6713464999990000000000
0x17ab9d25c357af35324e205216f9b677fb2a1098,1000000000000000000
0x6026cd063acb58883c7e8f2b2892ef7608e39125,1000000000000000000
0x8f7f0dc8b80f8fac45b49338113fc665ca7215ae,1000000000000000000
0xabb850a6579ae8c503b1284fce8c655544f0def3,1000000000000000000
0x0bb2c97020bd1773dd6832837b7776f05b079375,1000000000000000000
0x1d42ed270a596226ceda245f45695a0ba28b5a24,1000000000000000000
0x6b4e707ecff076e5edfa4ae443a256c733206fe3,1000000000000000000
0x39ba16c5a406ee11993780cfd0a5c7703be8a37a,1000000000000000000
0x3a1280864298a767f966818bab4efad09d237978,1000000000000000000
0x9ef22bf8f088bb3b939d5480f1e9b3240f7ea9d0,1000000000000000000
0x1938f3cad2a7be103c10ac6be5093d7ea7620847,1000000000000000000
